"X (Hz)","Ch-1 (dBr)"
100,0.373210696200522
104.761575278966,0.375261636979045
109.749876549306,0.377063407906015
114.975699539774,0.376039623922862
120.450354025878,0.382687474539036
126.185688306602,0.380860034631076
132.194114846603,0.383243821162283
138.488637139387,0.383598226445441
145.082877849594,0.380759048186612
151.991108295293,0.380956782780821
159.228279334109,0.384268874160228
166.810053720006,0.388051769200587
174.752840000768,0.389652651512578
183.073828029537,0.389833252590929
191.791026167249,0.39245225158363
200.923300256505,0.39595242187638
210.490414451202,0.397865496521782
220.513073990304,0.400749114862934
231.012970008316,0.401257806439135
242.012826479438,0.404414973417266
253.536449397011,0.40738019997644
265.608778294668,0.409694781353298
278.255940220712,0.412884063553644
291.505306282517,0.417425994754281
305.385550883341,0.423574251277005
319.926713779738,0.425007703226075
335.160265093884,0.427189749897165
351.119173421513,0.431778267964226
367.837977182863,0.43600508728996
385.352859371053,0.437292658169802
403.701725859655,0.442279755059967
422.92428743895,0.443257199028542
443.062145758388,0.444542293332622
464.158883361278,0.444394373447783
486.260158006535,0.444587159529638
509.413801481637,0.443104349192816
533.66992312063,0.438098783863917
559.081018251222,0.429942870719621
585.702081805666,0.42066586556252
613.590727341317,0.406771182375404
642.807311728431,0.388425734627356
673.415065775081,0.362777468280557
705.480231071863,0.329670673714691
739.072203352577,0.287536824413146
774.263682681126,0.235887644764694
811.130830789686,0.171703139952386
849.753435908643,0.0912002228139286
890.215085445037,-0.00825381057911689
932.603346883219,-0.128840762012137
977.009957299224,-0.274971276831625
1023.53102189902,-0.452322412683839
1072.26722201032,-0.664853232747217
1123.32403297803,-0.92360180177802
1176.811952435,-1.22923607656861
1232.84673944206,-1.59883703910047
1291.54966501488,-2.05620537858118
1353.0477745798,-2.55963718414304
1417.4741629268,-3.1756314226649
1484.96826225446,-3.92848403544688
1555.67614393047,-4.82521111638322
1629.75083462064,-5.90860605243219
1707.35264747069,-7.23807457458583
1788.64952905743,-8.89987311258246
1873.81742286038,-10.896664437552
1963.04065004027,-13.5353934015115
2056.51230834865,-17.0898213884064
2154.43469003188,-22.4535684764752
2257.01971963392,-31.0466124970926
2364.4894126454,-27.7818280057447
2477.07635599171,-23.2270527129503
2595.02421139973,-21.4628030123788
2718.58824273294,-21.4687618340897
2848.0358684358,-23.0918367103982
2983.64724028333,-27.1300334552204
3125.71584968823,-34.5140846744058
3274.54916287772,-29.1939889099133
3430.46928631491,-24.1008248262588
3593.81366380462,-22.1023783087851
3764.93580679246,-22.1677885547266
3944.20605943765,-24.5305350312092
4132.01240011533,-30.3406536872587
4328.76128108305,-31.1881359644843
4534.87850812857,-24.9642906459865
4750.81016210279,-22.8334565258407
4977.0235643321,-23.859165181753
5214.00828799967,-28.8471653317968
5462.27721768433,-31.2843764382713
5722.3676593502,-25.1890462492915
5994.8425031894,-23.9615828381419
6280.29144183424,-27.3461447426249
6579.33224657566,-31.8263175390191
6892.61210434968,-26.0475360498139
7220.80901838545,-25.5563433884908
7564.63327554627,-30.6592942895262
7924.82898353915,-28.7597663393204
8302.17568131972,-26.494972694375
8697.49002617781,-30.5539890272919
9111.62756115487,-29.4214487420959
9545.48456661832,-28.2776136521604
9999.99999999997,-32.1621420478127
